SAMD11
AMIGO1
GPR61
GNAI3
AMPD2
GSTM4
GSTM2
GSTM5
CSF1
AHCYL1
STRIP1
SLC6A17
KCNC4
RBM15
SLC16A4
KCNA2
KCNA3
CD53
LRIF1
DRAM2
CEPT1
DENND2D
CHI3L2
CHIA
PIFO
OVGP1
WDR77
ATP5F1
C1orf162
ADORA3
RAP1A
FAM212B
DDX20
KCND3
CTTNBP2NL
WNT2B
ST7L
CAPZA1
MOV10
RHOC
PPM1J
FAM19A3
SLC16A1
LRIG2
MAGI3
PHTF1
RSBN1
PTPN22
AP4B1
DCLRE1B
HIPK1
SYT6
TRIM33
BCAS2
DENND2C
AMPD1
NRAS
CSDE1
SIKE1
SYCP1
TSPAN2
VANGL1
CASQ2
NHLH2
SLC22A15
MAB21L3
ATP1A1
CD58
IGSF3
C1orf137
CD2
PTGFRN
CD101
TTF2
TRIM45
VTCN1
MAN1A2
FAM46C
GDAP2
WDR3
SPAG17
TBX15
WARS2
HAO2
HSD3B2
HSD3B1
ZNF697
PHGDH
HMGCS2
REG4
NOTCH2
SEC22B
AC253572.1
FAM72B
SRGAP2C
FAM72C
NBPF15
SRGAP2B
FAM72D
NBPF8
GPR89A
PDZK1
CD160
RNF115
POLR3C
NUDT17
PIAS3
ANKRD35
ITGA10
PEX11B
RBM8A
ANKRD34A
POLR3GL
TXNIP
NBPF10
NBPF12
PRKAB2
CHD1L
BCL9
ACP6
GJA5
GPR89B
NBPF11
PPIAL4G
NBPF14
PDE4DIP
NBPF9
NBPF14
HIST2H2BF
HIST2H2BE
HIST2H2AC
BOLA1
SV2A
SF3B4
MTMR11
OTUD7B
VPS45
PLEKHO1
ANP32E
CA14
APH1A
C1orf54
CIART
MRPS21
PRPF3
RPRD2
TARS2
ECM1
ADAMTSL4
MCL1
ENSA
GOLPH3L
HORMAD1
CTSS
CTSK
ARNT
SETDB1
CERS2
ANXA9
FAM63A
PRUNE
BNIPL
C1orf56
CDC42SE1
GABPB2
SEMA6C
SCNM1
VPS72
PIP5K1A
PSMD4
RP11-126K1.2
ZNF687
PI4KB
RFX5
SELENBP1
PSMB4
POGZ
CGN
TUFT1
SNX27
CELF3
RIIAD1
MRPL9
OAZ3
TDRKH
RORC
C2CD4D
THEM5
THEM4
S100A10
S100A11
TCHH
LCE3C
LCE1B
SMCP
SPRR2E
LOR
PGLYRP3
PGLYRP4
S100A9
S100A7
S100A6
S100A5
S100A2
S100A16
S100A13
CHTOP
SNAPIN
ILF2
NPR1
INTS3
SLC27A3
GATAD2B
DENND4B
CRTC2
SLC39A1
CREB3L4
JTB
RAB13
RPS27
NUP210L
TPM3
C1orf189
C1orf43
UBAP2L
HAX1
AQP10
ATP8B2
IL6R
SHE
TDRD10
UBE2Q1
CHRNB2
ADAR
KCNN3
PMVK
PBXIP1
PYGO2
SHC1
CKS1B
FLAD1
ZBTB7B
DCST2
DCST1
ADAM15
EFNA3
EFNA3
EFNA1
SLC50A1
DPM3
MUC1
THBS3
MTX1
GBA
FAM189B
SCAMP3
CLK2
HCN3
PKLR
FDPS
RUSC1
ASH1L
MSTO1
YY1AP1
DAP3
GON4L
SYT11
RIT1
KIAA0907
ARHGEF2
SSR2
UBQLN4
LAMTOR2
RAB25
MEX3A
LMNA
SEMA4A
SLC25A44
PMF1-BGLAP
PAQR6
SMG5
TMEM79
C1orf85
CCT3
RHBG
C1orf61
MEF2D
IQGAP3
TTC24
APOA1BP
GPATCH4
HAPLN2
BCAN
NES
CRABP2
ISG20L2
RRNAD1
MRPL24
HDGF
PRCC
SH2D2A
NTRK1
PEAR1
LRRC71
ARHGEF11
ETV3L
ETV3
FCRL5
FCRL4
FCRL3
FCRL2
FCRL1
CD5L
KIRREL
SPTA1
MNDA
PYHIN1
IFI16
AIM2
CADM3
FCER1A
DUSP23
C1orf204
VSIG8
RP11-190A12.7
CCDC19
TAGLN2
IGSF9
PIGM
KCNJ10
KCNJ9
IGSF8
ATP1A2
ATP1A4
CASQ1
PEA15
DCAF8
DCAF8
COPA
NCSTN
NHLH1
VANGL2
SLAMF6
SLAMF1
CD48
SLAMF7
LY9
CD244
ITLN1
F11R
RP11-544M22.13
USF1
ARHGAP30
PVRL4
KLHDC9
PFDN2
NIT1
DEDD
UFC1
USP21
PPOX
ADAMTS4
NDUFS2
FCER1G
TOMM40L
NR1I3
PCP4L1
MPZ
SDHC
FCGR2A
FCGR2B
FCRLB
DUSP12
ATF6
OLFML2B
NOS1AP
C1orf226
SH2D1B
UHMK1
UAP1
DDR2
HSD17B7
C1orf110
RGS4
RGS5
NUF2
PBX1
LMX1A
RXRG
MGST3
ALDH9A1
TMCO1
UCK2
FAM78B
POGK
TADA1
ILDR2
MAEL
GPA33
DUSP27
POU2F1
CD247
CREG1
RCSD1
MPZL1
ADCY10
MPC2
DCAF6
GPR161
TIPRL
SFT2D2
TBX19
DPT
ATP1B1
NME7
BLZF1
CCDC181
SLC19A2
F5
SELP
C1orf112
SCYL3
KIFAP3
METTL11B
GORAB
PRRX1
MROH9
FMO3
FMO6P
FMO2
FMO1
FMO4
PRRC2C
MYOC
VAMP4
METTL13
DNM3
PIGC
C1orf105
SUCO
TNFSF4
PRDX6
SLC9C2
ANKRD45
KLHL20
CENPL
DARS2
ZBTB37
SERPINC1
RC3H1
RABGAP1L
CACYBP
MRPS14
TNN
KIAA0040
TNR
RFWD2
PAPPA2
ASTN1
BRINP2
SEC16B
RASAL2
TEX35
RALGPS2
FAM20B
TOR3A
ABL2
SOAT1
AXDND1
NPHS2
TDRD5
FAM163A
TOR1AIP2
TOR1AIP1
CEP350
QSOX1
LHX4
LHX4-AS1
XPR1
KIAA1614
STX6
MR1
IER5
CACNA1E
ZNF648
GLUL
TEDDM1
RGSL1
RNASEL
RGS16
RGS8
NPL
DHX9
SHCBP1L
LAMC1
LAMC2
NMNAT2
SMG7
ARPC5
RGL1
COLGALT2
TSEN15
C1orf21
EDEM3
FAM129A
RNF2
TRMT1L
SWT1
IVNS1ABP
HMCN1
PRG4
TPR
C1orf27
PTGS2
PLA2G4A
BRINP3
RGS18
RGS21
RGS13
RGS2
UCHL5
TROVE2
GLRX2
CDC73
KCNT2
CFH
CFHR3
CFHR2
CFHR5
F13B
ASPM
ZBTB41
CRB1
DENND1B
C1orf53
LHX9
NEK7
ATP6V1G3
PTPRC
NR5A2
ZNF281
KIF14
DDX59
CAMSAP2
C1orf106
KIF21B
CACNA1S
ASCL5
TMEM9
IGFN1
PKP1
TNNT2
LAD1
TNNI1
PHLDA3
CSRP1
NAV1
IPO9
SHISA4
LMOD1
TIMM17A
RNPEP
ELF3
GPR37L1
ARL8A
PTPN7
LGR6
UBE2T
PPP1R12B
SYT2
KDM5B
RP11-480I12.4
RABIF
KLHL12
ADIPOR1
CYB5R1
TMEM183A
PPFIA4
MYOG
ADORA1
MYBPH
CHI3L1
CHIT1
BTG2
FMOD
PRELP
OPTC
ATP2B4
LAX1
ZC3H11A
SNRPE
SOX13
ETNK2
REN
KISS1
GOLT1A
PLEKHA6
PIK3C2B
MDM4
LRRN2
NFASC
CNTN2
TMEM81
RBBP5
DSTYK
TMCC2
NUAK2
KLHDC8A
LEMD1
CDK18
MFSD4
ELK4
SLC45A3
NUCKS1
RAB29
SLC41A1
PM20D1
SLC26A9
RAB7B
CTSE
C1orf186
AVPR1B
FAM72A
SRGAP2
IKBKE
RASSF5
EIF2D
DYRK3
MAPKAPK2
IL19
FAIM3
PIGR
FCAMR
C4BPB
C4BPA
CD55
CR2
CR1
CR1L
CD46
CD34
PLXNA2
CAMK1G
LAMB3
HSD11B1
TRAF3IP3
C1orf74
IRF6
DIEXF
SYT14
SERTAD4
HHAT
KCNH1
RCOR3
TRAF5
RD3
SLC30A1
NEK2
LPGAT1
INTS7
DTL
PPP2R5A
TMEM206
NENF
ATF3
BATF3
NSL1
TATDN3
SPATA45
FLVCR1
VASH2
ANGEL2
RPS6KC1
PROX1
SMYD2
PTPN14
CENPF
KCNK2
KCTD3
USH2A
ESRRG
GPATCH2
SPATA17
RRP15
TGFB2
LYPLAL1
SLC30A10
EPRS
BPNT1
IARS2
RAB3GAP2
MARK1
C1orf115
MARC2
MARC1
HLX
DUSP10
HHIPL2
TAF1A
MIA3
AIDA
BROX
FAM177B
DISP1
TLR5
SUSD4
CAPN8
CAPN2
TP53BP2
FBXO28
DEGS1
NVL
CNIH4
WDR26
CNIH3
DNAH14
LBR
ENAH
SRP9
EPHX1
TMEM63A
LEFTY1
RP4-559A3.7
LEFTY2
SDE2
H3F3A
ACBD3
MIXL1
LIN9
PARP1
C1orf95
ITPKB
PSEN2
ADCK3
CDC42BPA
ZNF678
SNAP47
PRSS38
WNT9A
WNT3A
DKFZP434C0923
ARF1
C1orf35
MRPL55
GUK1
GJC2
IBA57
C1orf145
OBSCN
TRIM11
TRIM17
HIST3H2A
HIST3H2BB
RNF187
RHOU
TMEM78
RAB4A
CCSAP
ACTA1
NUP133
ABCB10
TAF5L
URB2
GALNT2
PGBD5
COG2
AGT
CAPN9
C1orf198
TTC13
ARV1
FAM89A
TRIM67
C1orf131
GNPAT
EXOC8
SPRTN
EGLN1
TSNAX-DISC1
DISC1
SIPA1L2
MAP10
NTPCR
PCNXL2
MLK4
KCNK1
SLC35F3
COA6
TARBP1
IRF2BP2
TOMM20
RBM34
ARID4B
GGPS1
TBCE
B3GALNT2
GNG4
LYST
NID1
GPR137B
ERO1LB
EDARADD
LGALS8
HEATR1
ACTN2
MTR
RYR2
MTRNR2L11
CHRM3
FMN2
GREM2
RGS7
FH
KMO
OPN3
WDR64
EXO1
MAP1LC3C
PLD5
CEP170
SDCCAG8
AKT3
ZBTB18
C1orf100
ADSS
C1orf101
DESI2
COX20
RP11-11N7.5
HNRNPU
RP11-156E8.1
EFCAB2
KIF26B
SMYD3
TFB2M
CNST
SCCPDH
AHCTF1
ZNF670
ZNF669
C1orf229
ZNF124
ZNF496
NLRP3
GCSAML
TRIM58
OR2W3
OR2L13
OR2M5
OR2M2
OR2M3
OR2M4
OR14I1
LYPD8
SH3BP5L
ZNF672
ZNF692
PGBD2
FAM110C
SH3YL1
ACP1
FAM150B
TMEM18
SNTG2
TPO
PXDN
MYT1L
TSSC1
TRAPPC12
ADI1
RP13-512J5.1
RNASEH1
RPS7
COLEC11
ALLC
DCDC2C
SOX11
CMPK2
RSAD2
RNF144A
ID2
KIDINS220
MBOAT2
ASAP2
ITGB1BP1
CPSF3
IAH1
ADAM17
YWHAQ
TAF1B
GRHL1
KLF11
CYS1
AC104794.4
RRM2
C2orf48
HPCAL1
ODC1
NOL10
ATP6V1C2
PDIA6
AC092687.4
KCNF1
C2orf50
PQLC3
ROCK2
E2F6
GREB1
NTSR2
LPIN1
TRIB2
FAM84A
NBAS
DDX1
AC008271.1
MYCN
FAM49A
RAD51AP2
VSNL1
SMC6
KCNS3
RDH14
OSR1
TTC32
WDR35
MATN3
LAPTM4A
SDC1
PUM2
RHOB
HS1BP3
GDF7
C2orf43
APOB
TDRD15
KLHL29
ATAD2B
UBXN2A
MFSD2B
FKBP1B
SF3B6
FAM228B
FAM228A
ITSN2
NCOA1
PTRHD1
CENPO
ADCY3
DNAJC27
EFR3B
POMC
DNMT3A
DTNB
ASXL2
KIF3C
RAB10
GAREML
HADHA
HADHB
GPR113
EPT1
DRC1
OTOF
C2orf70
CIB4
KCNK3
CENPA
DPYSL5
MAPRE3
TMEM214
AGBL5
OST4
EMILIN1
KHK
CGREF1
ABHD1
PREB
TCF23
SLC5A6
ATRAID
CAD
SLC30A3
DNAJC5G
TRIM54
UCN
MPV17
GTF3C2
EIF2B4
SNX17
ZNF513
PPM1G
NRBP1
KRTCAP3
IFT172
FNDC4
GCKR
AC109829.1
C2orf16
GPN1
SUPT7L
SLC4A1AP
AC074091.13
MRPL33
BRE
FOSL2
PLB1
PPP1CB
SPDYA
TRMT61B
WDR43
FAM179A
C2orf71
CLIP4
ALK
YPEL5
LBH
LCLAT1
CAPN13
GALNT14
CAPN14
EHD3
XDH
SRD5A2
MEMO1
DPY30
SPAST
SLC30A6
NLRC4
YIPF4
BIRC6
TTC27
LTBP1
RASGRP3
FAM98A
CRIM1
AC007401.2
FEZ2
VIT
STRN
HEATR5B
GPATCH11
EIF2AK2
SULT6B1
CEBPZOS
CEBPZ
NDUFAF7
PRKD3
QPCT
CDC42EP3
RMDN2
CYP1B1
ATL2
HNRNPLL
GALM
SRSF7
GEMIN6
DHX57
MORN2
ARHGEF33
SOS1
CDKL4
MAP4K3
TMEM178A
THUMPD2
SLC8A1
C2orf91
PKDCC
EML4
COX7A2L
KCNG3
MTA3
OXER1
HAAO
ZFP36L2
THADA
PLEKHH2
DYNC2LI1
ABCG5
ABCG8
LRPPRC
PPM1B
SLC3A1
PREPL
CAMKMT
SIX3
SRBD1
PRKCE
EPAS1
TMEM247
ATP6V1E2
RHOQ
PIGF
CRIPT
SOCS5
LINC01119
MCFD2
TTC7A
RP11-761B3.1
EPCAM
MSH2
KCNK12
MSH6
FBXO11
FOXN2
PPP1R21
STON1-GTF2A1L
FSHR
NRXN1
GPR75-ASB3
TMIGD2
PSME4
ACYP2
C2orf73
SPTBN1
EML6
RTN4
CLHC1
RPS27A
MTIF2
CCDC88A
CCDC104
SMEK2
PNPT1
EFEMP1
VRK2
FANCL
BCL11A
PAPOLG
REL
PUS10
PEX13
KIAA1841
AHSA2
USP34
XPO1
FAM161A
CCT4
COMMD1
B3GNT2
TMEM17
EHBP1
WDPCP
UGP2
VPS54
PELI1
LGALSL
AFTPH
SERTAD2
SLC1A4
CEP68
RAB1A
ACTR2
SPRED2
MEIS1
ETAA1
C1D
WDR92
HZGJ
CNRIP1
PLEK
FBXO48
APLF
PROKR1
ARHGAP25
GKN2
GKN1
ANTXR1
GFPT1
NFU1
AAK1
ANXA4
GMCL1
SNRNP27
MXD1
ASPRV1
PCBP1
C2orf42
PCYOX1
SNRPG
FAM136A
TGFA
ADD2
FIGLA
CLEC4F
VAX2
ATP6V1B1
AC007040.11
NAGK
MCEE
MPHOSPH10
PAIP2B
ZNF638
DYSF
CYP26B1
EXOC6B
SPR
EMX1
SFXN5
RAB11FIP5
NOTO
SMYD5
PRADC1
CCT7
FBXO41
EGR4
ALMS1
NAT8
TPRKB
DUSP11
C2orf78
STAMBP
ACTG2
DGUOK
TET3
RP11-287D1.4
BOLA3
MOB1A
MTHFD2
RP11-287D1.3
DCTN1
C2orf81
WDR54
RTKN
INO80B-WBP1
MOGS
CCDC142
TTC31
PCGF1
TLX2
DQX1
AUP1
HTRA2
LOXL3
DOK1
M1AP
SEMA4F
HK2
POLE4
TACR1
EVA1A
MRPL19
GCFC2
LRRTM4
CTNNA2
SUCLG1
DNAH6
TRABD2A
KCMF1
TCF7L1
TGOLN2
RETSAT
ELMOD3
CAPG
SH2D6
MAT2A
GGCX
VAMP8
VAMP5
RNF181
TMEM150A
USP39
SFTPB
GNLY
ATOH8
ST3GAL5
POLR1A
PTCD3
IMMT
MRPL35
REEP1
KDM3A
CHMP3
RNF103-CHMP3
RMND5A
CD8A
CD8B
RGPD1
PLGLB1
PLGLB2
RGPD2
KRCC1
SMYD1
FABP1
THNSL2
FOXI3
TEX37
EIF2AK3
RPIA
RP11-407P15.2
MAL
MRPS5
ZNF514
ZNF2
AC092835.2
PROM2
KCNIP3
FAHD2A
ANKRD36C
GPAT2
ASTL
DUSP2
STARD7
TMEM127
CIAO1
SNRNP200
ITPRIPL1
NCAPH
NEURL3
ARID5A
KANSL3
LMAN2L
CNNM4
CNNM3
ANKRD23
ANKRD39
SEMA4C
FAM178B
FAHD2B
ANKRD36
ANKRD36B
COX5B
ACTR1B
ZAP70
TMEM131
VWA3B
AC092675.3
CNGA3
INPP4A
COA5
UNC50
MGAT4A
KIAA1211L
TSGA10
C2orf15
TXNDC9
EIF5B
REV1
AFF3
LONRF2
CHST10
NMS
PDCL3
NPAS2
RPL31
TBC1D8
CNOT11
RNF149
CREG2
RFX8
MAP4K4
IL1R2
IL1R1
IL1RL2
IL18R1
IL18RAP
SLC9A4
SLC9A2
MFSD9
TMEM182
MRPS9
GPR45
TGFBRAP1
C2orf49
FHL2
NCK2
C2orf40
UXS1
RGPD3
ST6GAL2
RGPD4
SLC5A7
SULT1C3
SULT1C2
SULT1C4
GCC2
LIMS1
RANBP2
CCDC138
EDAR
SH3RF3
SEPT10
SOWAHC
RGPD5
MALL
NPHP1
RGPD6
BUB1
ACOXL
BCL2L11
ANAPC1
MERTK
TMEM87B
FBLN7
ZC3H8
ZC3H6
RGPD8
TTL
POLR1B
CHCHD5
SLC20A1
NT5DC4
CKAP2L
IL1A
IL36B
IL1RN
PSD4
CBWD2
RABL2A
SLC35F5
ACTR3
DPP10
DDX18
CCDC93
INSIG2
MARCO
C1QL2
STEAP3
C2orf76
DBI
SCTR
PCDP1
TMEM177
PTPN4
EPB41L5
TMEM185B
RALB
INHBB
GLI2
TFCP2L1
CLASP1
NIFK
TSN
CNTNAP5
GYPC
AC114783.1
BIN1
CYP27C1
ERCC3
MAP3K2
PROC
IWS1
MYO7B
LIMS2
WDR33
POLR2D
AMMECR1L
SAP130
UGGT1
HS6ST1
RAB6C
POTEF
CCDC74B
SMPD4
MZT2B
TUBA3E
CCDC115
IMP4
PTPN18
POTEI
CFC1
POTEJ
AMER3
ARHGEF4
FAM168B
PLEKHB2
MZT2A
CCDC74A
C2orf27A
C2orf27B
ANKRD30BL
GPR39
LYPD1
NCKAP5
MGAT5
TMEM163
CCNT2
MAP3K19
RAB3GAP1
ZRANB3
R3HDM1
UBXN4
LCT
MCM6
DARS
THSD7B
HNMT
SPOPL
NXPH2
LRP1B
KYNU
ARHGAP15
GTDC1
ZEB2
ACVR2A
ORC4
MBD5
EPC2
KIF5C
