ENSG00000204946.6,ENSG00000162408.10,ENSG00000089335.17,ENSG00000139890.6,ENSG00000137414.5,ENSG00000276234.1,ENSG00000134897.10,ENSG00000188636.3,ENSG00000163793.9,ENSG00000261678.2,ENSG00000149716.9,ENSG00000129946.7,ENSG00000102921.4,ENSG00000117528.8,ENSG00000108064.7,ENSG00000184277.9,ENSG00000158270.10,ENSG00000176273.11,ENSG00000103034.11,ENSG00000170615.11,ENSG00000182667.11,ENSG00000058673.12,ENSG00000185480.8,ENSG00000143882.6,ENSG00000144136.7,ENSG00000187266.10,ENSG00000142864.11,ENSG00000114631.10,ENSG00000089486.13,ENSG00000170927.11,ENSG00000138660.8,ENSG00000174720.12,ENSG00000213654.6,ENSG00000119314.12,ENSG00000174456.10,ENSG00000161249.17,ENSG00000266074.5,ENSG00000105948.10,ENSG00000183971.5,ENSG00000131711.11,ENSG00000130675.11,ENSG00000108654.8,ENSG00000118523.5,ENSG00000162975.4,ENSG00000143162.7,ENSG00000139044.7,ENSG00000172572.6,ENSG00000105649.6,ENSG00000162592.5,ENSG00000182621.13
1.0604261981085,-0.0572594241105544,0,0,0.00917151851572405,0,0.101363236198906,0.033677598493281,0,0.0116901280114217,0.00738844996719305,0,-0.0685354580402212,0.0899000691153831,0,-0.0317524109324602,0.0714304606259911,0,0,0,0.133367307480485,0,-0.0484144887304065,0.0130472887622648,0,0.00463720812622701,0.0878690765207991,0.0479945023820598,0,0.0892594359708053,0.0085582403102003,-0.0135184837756998,0,0.0457533801871409,0,0.150901509435876,0,0.0963164605874996,0,0,0,0,0.00725147667065562,0,0.0084375686987896,0,0,0.0390763814069362,0,-0.0695307929488784
-0.0572579526271165,1.19690881039653,0,-0.0316197544588599,0,-0.0774839143949875,-0.0609878434914356,-0.150412751729761,-0.087684353093238,-0.0222854461557563,0,0,-0.0112504424789396,0.0893919437485777,0,-0.250402681750372,-0.0422779205106715,0.019913977944528,0.156276529457157,0.0945534626645997,0,0,-0.20204185212466,0.0118332286449375,-0.00365171261774697,0.0121631652754438,-0.0969753238094485,0,0.0215884307163749,-0.0444922615738415,0.0540368600937543,0,0,-0.0434560989269083,-0.0658221417527934,-0.221173901614611,0,0,0,0.00594537612230239,0,0,0.032857489650202,-0.0788308865719306,0.0436963887499925,0,0,0,0.0424665848242056,0.0289166408877224
0,0,1.03751745283796,-0.0117421559982319,0,0.0438548184345156,0,0,0,-0.107516402671103,0,0,-0.0966307140140325,0,-0.0477866748067926,-0.0864666320208822,0,0.0255080102276209,0,0.0288049317823038,0,-0.0831999099497777,0,0.0467737007209077,0,0.0412272497708176,0,0.0239895652895205,0,-0.11322994223752,0,0,0.034745949092429,0,-0.0816468304747598,0.00818834640742452,0,0,-0.100049765767719,0,0,-0.0374930253562552,0.0522511222292515,0,0,-0.00327371394069592,0,0,0.051137117177243,0.0739298970609366
0,-0.0316206762478877,-0.01174353922997,1.00525080691232,-0.00409390645923489,-0.066710081333606,0.0130455523472189,0.00139602993017439,0.0584911601973021,-0.0792099076373748,0,0.00280818753878183,0.0435935882629947,0,0.00886179749936934,0,-0.102473166146692,0,0,-0.0926294793901992,0,0.077829397576163,0,0,-0.0709423245629585,0,0,0,-0.018319002962375,-0.0127193656476569,0.0139389491266096,0.0443362672433768,0,-0.104978968022465,0,0,0.00243110151426195,0.000322230924528375,0.000116715305792626,0,0,0,0,0,0.017091108440479,0,0,0.0469906970839625,0.0183573283837042,0
0.00917092295584271,0,0,-0.00409379440721915,1.18243785006835,0,-0.0499860968944752,-0.0704822577069891,0.00380500168183256,0,-0.0824404911830736,0.0343693419763184,-0.0832193754082081,-0.119642421903036,0,0,0.0325167781072959,0.0749649459252633,-0.0240346110609287,-0.101867174041121,-0.101436979754397,-0.0542185679009014,-0.0447277112459156,0,-0.124021591900819,0.0646468535094699,-0.052612635512027,-0.194966654684104,-0.0851875658727366,0,-0.031500810841602,0.104852066433803,0,0,0,0,0,0.141001855371042,0,-0.0723725561356366,0.0315820422149628,0.0371341782184047,0,-0.0811080386645045,0.0903795407045879,0.013053698224214,0.112683543931003,-0.0516600262553837,0,0.0163870896149756
0,-0.0774867444049717,0.0438534173607852,-0.0667102790747564,0,1.10646162617955,0,0,-0.00448535196336419,0,-0.102457694682372,0.120731664473641,0,0.00269689134221004,-0.0833535800173367,0,0,-0.096771331358591,0,-0.120648037747965,0.0259803299213543,0,-0.089646779593061,0,-0.0555027695842902,0.0679601354502701,-0.0377567965367569,0,-0.0592501344514981,0,0,-0.109518458832782,0.0526840839702678,-0.00225396195102428,0,-0.00825837182851552,0,0,0,0,0.0109564702639377,0.0224327213619049,0,0,0,0.0645492649720505,-0.159070693588375,0,-0.107487717329717,0.0258250929394173
0.101365778265473,-0.0609854897792979,0,0.0130466119201385,-0.0499846105718913,0,1.05728450432088,0,0.102440742515701,0,0,0,-0.0852425771615583,0,-0.0109765872894894,0,0.0409909840019685,-0.0665131606113758,-0.0146106954443118,0.0494485132901964,0,0,0,-0.00728624879423806,0,0,0,0,-0.0903718143720391,0,-0.0946522605664952,0.040115527675907,0,-0.0630530123852986,0,-0.0159365300897898,0,0,-0.0959309943600267,0,0.0432472321343759,0.035670280586733,-0.0409586373033376,-0.0256730690398671,-0.0495099720280498,0.0524888179746686,0.078368056352035,-0.0444330499150967,0.0461943521554547,0
0.0336803624114784,-0.15040853824046,0,0.0013967026334643,-0.0704812677729252,0,0,1.12736377893419,0,-0.0935977722475442,0.0771055684420155,0,0,0.0583737792605266,0,-0.120885490193664,0.116795990420448,0,0,0.15224631801117,-0.0754764190565243,-0.0317346460096671,0.0610519983406171,0,0,-0.0243823989534036,-0.0314172386024035,0,0.110373353113983,0,-0.0592915133456508,-0.0107569164918992,0.0100203603892858,0.00906241640192059,-0.00757252761495031,-0.0235126286378013,-0.0372703163846178,-0.012478467117268,0,-0.126361377097947,0,0.0715159122983361,0.0482048033807914,-0.0247018646363537,0,0,0,-0.00691014587203888,0.0143081146852628,0.118378113352137
0,-0.0876863831043452,0,0.0584893715029732,0.00380182727573197,-0.00448496601780845,0.102439741893975,0,1.17443575812555,0.03222035043023,0,0,0,-0.0992710899713752,0.0399960846200892,0,0,0,0.201597323702797,0,0,-0.038691835026809,0.00733587007405719,0.134209080326356,0,0,0,0,-0.131206980360035,0,0.123315939207778,-0.0526657065683774,0,-0.163056954688874,0,0,-0.119077369185059,0,0,0.0662846279634292,-0.0266772883878371,0,-0.156123482380459,0,0,-0.0581146976305789,-0.0458969202013781,0,0.0144461663329141,-0.0954703952690459
0.0116905182182916,-0.0222847814813027,-0.107516251635286,-0.0792112123844033,0,0,0,-0.0935976394695848,0.0322198205019855,1.10247151386045,0,0.0801248535650222,0,0,0,-0.00247761335457658,0,0.0301871682723199,-0.110265682883995,0,0.0357314923002076,0,-0.0179792606796979,0,0,0.0281413310958359,0,0,-0.206224919798858,-0.00794748017527806,0,0.0261554747082401,0,0.0516514403780273,-0.0124106121913329,0,0,0,0.00333012650635648,-0.0504716296626914,0,0,-0.169665793722932,0.0256818331246087,0.0345756946993607,-0.00194997518780402,-0.0932019527991031,0,0.0992302840446814,0.0119972114872321
